name,subDistrict,district,province,level
โรงเรียนชุมชนบ้านโคกทม (พิศิษฐ์พิทยาคาร),บัวแดง,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนชุมชนบ้านผำ,เมืองสรวง,เมืองสรวง,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนชุมชนบ้านโพนเมือง,โพนเมือง,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนชุมชนบ้านหนองแคน (นนทาภิบาล),หนองแคน,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนชุมชนบ้านหนองผึ้ง (ประพันธ์คุรุราษฎร์อุทิศ),หนองแวง,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนชุมชนบ้านหนองฮี (ถาวรวิทยาคม),หนองฮี,หนองฮี,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนชุมชนบ้านหมากยาง,สามขา,โพนทราย,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนชุมชนบ้านอุ่มเม่าสิงห์ไคล,เหล่าหลวง,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนดงเกลือวิทยา,คูเมือง,เมืองสรวง,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนดงหัวเรือป่าม่วงวิทยา,นาใหญ่,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนดอนกลอยวิทยาคาร,หนองฮี,หนองฮี,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนดอนดู่ดอนเจริญ,วารีสวัสดิ์,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนดอนโมงสัมพันธ์ปลาคูณม่วงน้อย,ท่าหาดยาว,โพนทราย,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนดอนยางดอนสังข์วิทยา,สระคู,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนดอนเสาโฮง (นิคมวิทยาคาร),พนมไพร,พนมไพร,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนดอนแฮดวิทยา,สระคู,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนตากแดดสุธรรมประชาสรรค์,หัวโทน,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนไตรคามสามัคคี,โนนสว่าง,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนไตรราษฎร์คุรุสามัคคี,น้ำคำ,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนไตรราษฎร์วิทยา,โคกสว่าง,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนท่าโพธิ์ท่าไฮหนองแวงประชาสรรค์,โพธิ์ใหญ่,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนทุ่งกุลาประชารัฐ,ดงครั่งน้อย,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนทุ่งศรีเมืองวิทยา,ทุ่งศรีเมือง,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนทุ่งหมื่นทุ่งแสนพิทยาคม,หนองทัพไทย,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนนานวลราษฎร์นิยม,นานวล,พนมไพร,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนน้ำคำใหญ่วิทยา,น้ำคำ,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนโนนไทยวิทยาคาร,โคกสว่าง,พนมไพร,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ่อพันขันวิทยา,จำปาขัน,สุวรรณภูมิ,ร้อยเอ็ด,ประถมศึกษา–มัธยมศึกษาตอนต้น
โรงเรียนบัวสูงบัวเงินวิทยา,กกกุง,เมืองสรวง,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านกกกุงคุรุราษฎร์พัฒนา,กกกุง,เมืองสรวง,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านกระจายเหล่าสูง,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านกลอยโนนสมบูรณ์,หน่อม,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านกอก,โพนเมือง,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านกอกแก้ว,เด่นราษฎร์,หนองฮี,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านกุดเขียว,บ้านแจ้ง,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านกุดน้ำใส (ผดุงวิทยาคาร),กุดน้ำใส,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านกู่กาสิงห์,กู่กาสิงห์,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านกู่คันธนามหนองฝั่งแดง,ยางคำ,โพนทราย,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านขนวน (คุรุประชาสรรค์),โนนสง่า,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านขมิ้น,เด่นราษฎร์,หนองฮี,ร้อยเอ็ด,ประถมศึกษา
โรงเรียนบ้านข่อย,หนองหิน,เมืองสรวง,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านขัดเค้า,หินกอง,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านขามป้อม,ขี้เหล็ก,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านขี้เหล็ก,ห้วยหินลาด,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านขี้เหล็ก,ขี้เหล็ก,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านขี้เหล็ก,ขี้เหล็ก,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านขี้เหล็กซ้ายดอนแตง,สิงห์โคก,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านขุมเงิน,หนองบัว,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านขุมเงิน (ราษฎร์สามัคคีวิทยา),โคกสว่าง,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านเขวาโคกสวายโดด,สระบัว,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านเขวาตะคลอง,ทุ่งทอง,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านเขวาทุ่ง,สระบัว,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านเขวาหรดี,ทุ่งทอง,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านเขวาใหญ่,โนนสว่าง,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านแขม,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านค้อโนนสว่าง,ช้างเผือก,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านค้อแสนสี,ดอกล้ำ,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านคำแดง,โคกสว่าง,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านคำพระ,นานวล,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านคุยผงดงน้อย,เหล่าหลวง,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านคูดินทราย,ทุ่งหลวง,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านคูฟ้า,กุดน้ำใส,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านคูเมือง,คูเมือง,เมืองสรวง,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านแคน (วันครู 2503),โหรา,อาจสามารถ,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านโคกกลาง,หนองแคน,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโคกก่อง,โพนสูง,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโคก (ทองคุรุราษฎร์พัฒนา),ดอกไม้,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโคกสำโรง,หัวโทน,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านงูเหลือม,นาใหญ่,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านจานใต้,โพนสูง,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านจานทุ่งโนนสังข์,สิงห์โคก,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านจานเหนือคุยแต้โนนรัง,บัวแดง,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านจิก (หจก.วิบูลย์พาณิชย์อนุเคราะห์),ขี้เหล็ก,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านแจ้ง,บ้านแจ้ง,อาจสามารถ,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านชะโดเหล่าบึงแก้ว,พนมไพร,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านชาติ,นานวล,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านชานุวรรณ (ประชาวิทยาคาร),ชานุวรรณ,พนมไพร,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านดงครั่งน้อย,ดงครั่งน้อย,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านดงครั่งใหญ่,ดงครั่งใหญ่,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านดงช้าง,โนนสง่า,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดงบัง,โพนเมือง,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดงมัน,กุดน้ำใส,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดงเมืองจอก,บ้านดู่,อาจสามารถ,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านดงเย็น,เด่นราษฎร์,หนองฮี,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดงหมากไฟ,ศรีสว่าง,โพนทราย,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านดอกไม้,ดอกไม้,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดอนขาม,ศรีสว่าง,โพนทราย,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดอนคำ,คำไฮ,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดอนแคน,ทุ่งกุลา,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดอนเจริญ,พนมไพร,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดอนดู่เหล่าเสือ,เหล่าหลวง,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดอนแดง,สาวแห,หนองฮี,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดอนแดง,แสนสุข,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดอนบ่อดอนแฮด,โพธิ์ชัย,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดอนหม่วย,โพนทราย,โพนทราย,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดู่,บ้านดู่,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดูกอึ่งศรีเจริญ (ศรีปัญญาวิทยาคม),ดูกอึ่ง,หนองฮี,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดูน (บักตู้ โนนตาแสง),โนนสวรรค์,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านดู่ฝายใหญ่,หนองแคน,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านเด่นราษฎร์,เด่นราษฎร์,หนองฮี,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านแดง,ช้างเผือก,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านตลาดไชย,บ้านฝาง,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านตังหมอง,หินกอง,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านตาจ่อยหนองสระ,ดอกล้ำ,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านตาหยวก (ประชาสงเคราะห์),ทุ่งหลวง,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านตาแหลวโนนหมากแงว,น้ำคำ,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านทองหลาง,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านท่าค้อ,บ้านแจ้ง,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านท่าลาดวารีวิทยา,แสนสุข,พนมไพร,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านท่าเสียว (กาญจนาอุปถัมภ์),แสนสุข,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านไทรทอง,กำแพง,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านธาตุจอมศรี,ดูกอึ่ง,หนองฮี,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านธาตุสามัคคี,โพนเมือง,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านนกเหาะ,ดงครั่งใหญ่,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านนา,นาใหญ่,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านนาแค,ขี้เหล็ก,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านนางเตี้ยไศลทอง,คำไฮ,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านนาชมดอนกลางวิทยา,แสนสุข,พนมไพร,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านน้ำคำ,โพนเมือง,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านน้ำคำ,โนนสวรรค์,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านน้ำคำน้อย,หัวช้าง,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านน้ำคำน้อยวิทยา,สระคู,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านน้ำเงิน,โหรา,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านน้ำอ้อม,น้ำอ้อม,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านโนนจาน,น้ำอ้อม,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโนนจาน,โนนสง่า,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโนนจิกหนองคู,นานวล,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโนนชัยศรีหนองแคน,โพธิ์ใหญ่,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโนนตาด,ทุ่งกุลา,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโนนทรายสระทอง,สระแก้ว,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโนนม่วง,นานวล,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโนนยางรัฐพัฒนา,บ้านแจ้ง,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโนนวิทยาพัฒน์,โพนเมือง,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโนนศิลา,คำไฮ,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโนนสวรรค์,โนนสวรรค์,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านโนนสะอาดหนองแต้,ดอกล้ำ,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโนนแฮด,หน่อม,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านบัวขาว,สระบัว,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านบัวงาม,โพธิ์ใหญ่,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านบุ่งเบา,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านปลาค้าว,จำปาขัน,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านป่าดวนพังหาด,คูเมือง,เมืองสรวง,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านป่ายาง,เกษตรวิสัย,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านป่ายางวนาทิพย์,หนองผือ,เมืองสรวง,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านเปลือย (คุรุสรรค์วิทยา),ช้างเผือก,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านเปลือยน้อยสุขสวัสดิ์,บ่อพันขัน,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านเป้า,หนองขาม,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโปง (ประชาสามัคคี),คำไฮ,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านผำโนนสว่าง,โนนสว่าง,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านฝาง,บ้านฝาง,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านพนัสดงสว่างวิทย์,ชานุวรรณ,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านพิลา,ขี้เหล็ก,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโพธิ์งาม (สุขะวรรณะอุปถัมภ์),หนองทัพไทย,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโพธิ์น้อย,แสนสุข,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโพธิ์น้อย,โพนสูง,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านโพธิ์ใหญ่,โพธิ์ใหญ่,พนมไพร,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านโพนครกน้อย,สระคู,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโพนงาม,ดอกล้ำ,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโพนเงินโพนทอง,ดงครั่งใหญ่,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโพนดวน,หินกอง,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโพนดวนสาวเอ้,ศรีสว่าง,โพนทราย,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านโพนเดื่อ,ทุ่งหลวง,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโพนทอง,ท่าหาดยาว,โพนทราย,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านโพนทอง,ขี้เหล็ก,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโพนทัน,ดงครั่งใหญ่,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านโพนแท่น,ดงครั่งน้อย,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านโพนพอุง,หินกอง,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโพนโพธิ์หว้างาม,เกษตรวิสัย,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโพนยานาง,นาใหญ่,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโพนสะอาด,เหล่าหลวง,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโพนสูง,โพนสูง,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโพนหิน,ทุ่งทอง,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านภูงา,ดอกไม้,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านภูดิน,สระบัว,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านม่วง,ดอกล้ำ,ปทุมรัตต์,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านมหิงษาราม,เมืองทุ่ง,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านมะกอก,หนองหมื่นถ่าน,อาจสามารถ,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านเม็กหางเหย,นาใหญ่,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านเมืองคลอง,หนองขาม,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านเมืองคลองสาขาบ้านดอนงัว,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านเมืองสรวง,เมืองสรวง,เมืองสรวง,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านยางเครือด่านน้อย,เมืองทุ่ง,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านยางจ้องหนองแวงน้อย,น้ำอ้อม,เกษตรวิสัย,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านยางเฌอ (วีรชนอุทิศ),ขี้เหล็ก,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านยางเลิง,ดอกไม้,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านร้านหญ้า,ทุ่งหลวง,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านลำโกน (คุรุรัฐราษฎร์พัฒนา),หัวช้าง,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านลิ้นฟ้า,บ้านดู่,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านเล้าข้าว,หินกอง,สุวรรณภูมิ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านวารีสีสุก,ดูกอึ่ง,หนองฮี,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านแวงวังเซียม,หนองขาม,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านศาลา,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
โรงเรียนบ้านสมสะอาด,วารีสวัสดิ์,พนมไพร,ร้อยเอ็ด,อนุบาล–ประถมศึกษา
